itr,Methods,Total delivery,Total CP,Total EV,delivery2ev_ratio,Elapsed time (ms),Total reward,Total cost,Objective val,Total successful delivery,Avg. cost per successful delivery
1,CSA,10,20,2,5.0,2.039194107055664,117,15.120000000000001,101.88,8,1.8900000000000001
1,NDF,10,20,2,5.0,0.148773193359375,117.0,11.817,105.18299999999999,8,1.477125
1,EDF,10,20,2,5.0,0.13566017150878906,98.0,13.875,84.125,7,1.9821428571428572
1,Hybrid_RL4CO,10,20,2,5.0,892.3063540132716,112.0,34.4802775,77.5197225,8,4.3100346875
1,Hybrid_RL4CO_partial_charging,10,20,2,5.0,892.3063540132716,112.0,25.56356,86.43644,8,3.195445
1,RL,10,20,2,5.0,103.90325600747019,115.0,32.084510350354016,82.91548964964599,8,4.010563793794252
1,RL_partial_charging,10,20,2,5.0,103.90325600747019,115.0,26.278120826601985,88.72187917339801,8,3.284765103325248
1,Baseline,10,20,2,5.0,50.0,110.0,16.55655,93.44345,8,2.06956875
2,CSA,10,20,2,5.0,1.9931793212890625,129,25.08,103.92,8,3.135
2,NDF,10,20,2,5.0,0.13756752014160156,98.0,15.393,82.607,6,2.5655
2,EDF,10,20,2,5.0,0.11992454528808594,129.0,26.2986,102.7014,8,3.287325
2,Hybrid_RL4CO,10,20,2,5.0,901.3000539271161,129.0,16.461824999999997,112.538175,8,2.0577281249999997
2,Hybrid_RL4CO_partial_charging,10,20,2,5.0,901.3000539271161,129.0,16.461824999999997,112.538175,8,2.0577281249999997
2,RL,10,20,2,5.0,108.70890994556248,146.0,38.96488033397496,107.03511966602504,9,4.32943114821944
2,RL_partial_charging,10,20,2,5.0,108.70890994556248,146.0,33.02055064766109,112.97944935233892,9,3.6689500719623434
2,Baseline,10,20,2,5.0,40.0,165.0,19.744699999999998,145.2553,10,1.9744699999999997
3,CSA,10,20,2,5.0,1.7480850219726562,116,25.21,90.78999999999999,9,2.801111111111111
3,NDF,10,20,2,5.0,0.14281272888183594,115.0,32.0852,82.9148,9,3.5650222222222223
3,EDF,10,20,2,5.0,0.12063980102539062,115.0,32.8094,82.1906,9,3.6454888888888886
3,Hybrid_RL4CO,10,20,2,5.0,900.1212029252201,115.0,28.553302499999997,86.4466975,8,3.5691628124999997
3,Hybrid_RL4CO_partial_charging,10,20,2,5.0,900.1212029252201,115.0,23.0349075,91.9650925,8,2.8793634375
3,RL,10,20,2,5.0,123.323630890809,130.0,33.55010838137567,96.44989161862432,10,3.3550108381375674
3,RL_partial_charging,10,20,2,5.0,123.323630890809,130.0,31.60959845255315,98.39040154744686,10,3.160959845255315
3,Baseline,10,20,2,5.0,60.0,130.0,23.402485,106.597515,10,2.3402485
4,CSA,10,20,2,5.0,1.741170883178711,108,27.61,80.39,8,3.45125
4,NDF,10,20,2,5.0,0.13518333435058594,57.0,14.823,42.177,5,2.9646
4,EDF,10,20,2,5.0,0.1201629638671875,108.0,29.4453,78.5547,8,3.6806625
4,Hybrid_RL4CO,10,20,2,5.0,895.8371770568192,121.0,29.329815,91.670185,8,3.666226875
4,Hybrid_RL4CO_partial_charging,10,20,2,5.0,895.8371770568192,121.0,25.398825,95.601175,8,3.174853125
4,RL,10,20,2,5.0,94.00355000980198,86.0,38.0394446163699,47.9605553836301,6,6.33990743606165
4,RL_partial_charging,10,20,2,5.0,94.00355000980198,86.0,33.51577526976914,52.48422473023086,6,5.5859625449615224
4,Baseline,10,20,2,5.0,70.0,121.0,25.560480000000002,95.43952,8,3.1950600000000002
5,CSA,10,20,2,5.0,1.6999244689941406,99,23.78,75.22,7,3.3971428571428572
5,NDF,10,20,2,5.0,0.13971328735351562,82.0,24.673499999999997,57.3265,6,4.1122499999999995
5,EDF,10,20,2,5.0,0.11658668518066406,109.0,41.5944,67.40559999999999,8,5.1993
5,Hybrid_RL4CO,10,20,2,5.0,902.1766979712993,78.0,27.756025,50.243975,7,3.965146428571429
5,Hybrid_RL4CO_partial_charging,10,20,2,5.0,902.1766979712993,78.0,22.878985,55.121015,7,3.2684264285714284
5,RL,10,20,2,5.0,108.42293302994221,107.0,50.300728861436255,56.699271138563745,8,6.287591107679532
5,RL_partial_charging,10,20,2,5.0,108.42293302994221,107.0,42.493324879512194,64.50667512048781,8,5.311665609939024
5,Baseline_failed,10,20,2,5.0,,,,FAILED,,
6,CSA,10,20,2,5.0,1.8181800842285156,88,31.259999999999998,56.74,7,4.465714285714285
6,NDF,10,20,2,5.0,0.14138221740722656,87.0,27.4406,59.5594,7,3.9200857142857144
6,EDF,10,20,2,5.0,0.12087821960449219,88.0,36.5101,51.4899,7,5.2157285714285715
6,Hybrid_RL4CO,10,20,2,5.0,901.6112328972667,106.0,14.827425000000002,91.172575,8,1.8534281250000002
6,Hybrid_RL4CO_partial_charging,10,20,2,5.0,901.6112328972667,106.0,14.827425000000002,91.172575,8,1.8534281250000002
6,RL,10,20,2,5.0,100.88237002491951,97.0,48.5670283240974,48.4329716759026,7,6.938146903442486
6,RL_partial_charging,10,20,2,5.0,100.88237002491951,97.0,43.081783438384534,53.918216561615466,7,6.154540491197791
6,Baseline,10,20,2,5.0,310.0,129.0,29.960962499999997,99.0390375,10,2.99609625
7,CSA,10,20,2,5.0,1.6865730285644531,99,26.89,72.11,6,4.4816666666666665
7,NDF,10,20,2,5.0,0.1380443572998047,77.0,23.6751,53.3249,5,4.7350200000000005
7,EDF,10,20,2,5.0,0.11944770812988281,92.0,29.121899999999997,62.8781,6,4.853649999999999
7,Hybrid_RL4CO,10,20,2,5.0,906.0447419760749,86.0,29.969367499999997,56.0306325,6,4.994894583333333
7,Hybrid_RL4CO_partial_charging,10,20,2,5.0,906.0447419760749,86.0,25.149367500000004,60.850632499999996,6,4.19156125
7,RL,10,20,2,5.0,86.76275692414492,92.0,37.198185621604324,54.801814378395676,6,6.199697603600721
7,RL_partial_charging,10,20,2,5.0,86.76275692414492,92.0,28.162213435515767,63.83778656448423,6,4.6937022392526275
7,Baseline,10,20,2,5.0,20.0,115.0,16.991474999999998,98.008525,7,2.427353571428571
8,CSA,10,20,2,5.0,1.802682876586914,96,25.11,70.89,9,2.79
8,NDF,10,20,2,5.0,0.13399124145507812,79.0,27.1617,51.838300000000004,7,3.880242857142857
8,EDF,10,20,2,5.0,0.1163482666015625,96.0,35.152,60.848,9,3.905777777777778
8,Hybrid_RL4CO,10,20,2,5.0,897.8725000051782,80.0,29.7320325,50.2679675,8,3.7165040625
8,Hybrid_RL4CO_partial_charging,10,20,2,5.0,897.8725000051782,80.0,25.798665,54.201335,8,3.224833125
8,RL,10,20,2,5.0,114.57205901388079,110.0,35.04906722677499,74.95093277322502,10,3.504906722677499
8,RL_partial_charging,10,20,2,5.0,114.57205901388079,110.0,31.6637328145057,78.33626718549431,10,3.16637328145057
8,Baseline,10,20,2,5.0,90.0,110.0,20.7482175,89.2517825,10,2.07482175
9,CSA,10,20,2,5.0,1.6965866088867188,123,20.060000000000002,102.94,9,2.228888888888889
9,NDF,10,20,2,5.0,0.14281272888183594,102.0,26.116600000000002,75.8834,7,3.7309428571428573
9,EDF,10,20,2,5.0,0.11897087097167969,123.0,29.796099999999996,93.2039,9,3.3106777777777774
9,Hybrid_RL4CO,10,20,2,5.0,896.4199529727921,106.0,28.166135000000004,77.833865,8,3.5207668750000005
9,Hybrid_RL4CO_partial_charging,10,20,2,5.0,896.4199529727921,106.0,25.406840000000003,80.59316,8,3.1758550000000003
9,RL,10,20,2,5.0,100.2524069044739,104.0,39.977737428985535,64.02226257101447,8,4.997217178623192
9,RL_partial_charging,10,20,2,5.0,100.2524069044739,104.0,34.20729813631624,69.79270186368376,8,4.27591226703953
9,Baseline,10,20,2,5.0,480.0,128.0,27.46501,100.53499,10,2.746501
10,CSA,10,20,2,5.0,1.6560554504394531,85,24.23,60.769999999999996,6,4.038333333333333
10,NDF,10,20,2,5.0,0.13685226440429688,63.0,14.841,48.159,5,2.9682
10,EDF,10,20,2,5.0,0.12159347534179688,100.0,43.053,56.947,8,5.381625
10,Hybrid_RL4CO,10,20,2,5.0,901.5848160488531,84.0,25.4463,58.5537,7,3.6351857142857145
10,Hybrid_RL4CO_partial_charging,10,20,2,5.0,901.5848160488531,84.0,25.123045,58.876954999999995,7,3.589006428571429
10,RL,10,20,2,5.0,93.36582093965262,86.0,45.42183891709149,40.57816108290851,6,7.570306486181916
10,RL_partial_charging,10,20,2,5.0,93.36582093965262,86.0,37.6035849455148,48.3964150544852,6,6.2672641575857995
10,Baseline,10,20,2,5.0,20.0,101.0,17.04045,83.95955000000001,8,2.13005625
11,CSA,10,20,2,5.0,1.6417503356933594,115,18.88,96.12,8,2.36
11,NDF,10,20,2,5.0,0.1430511474609375,97.0,24.848,72.152,7,3.5497142857142854
11,EDF,10,20,2,5.0,0.12040138244628906,127.0,21.386599999999998,105.6134,9,2.3762888888888885
11,Hybrid_RL4CO,10,20,2,5.0,915.5241090338677,117.0,15.008325000000001,101.991675,8,1.8760406250000001
11,Hybrid_RL4CO_partial_charging,10,20,2,5.0,915.5241090338677,117.0,15.008325,101.991675,8,1.876040625
11,RL,10,20,2,5.0,114.42320898640901,138.0,50.60496985983104,87.39503014016896,9,5.622774428870115
11,RL_partial_charging,10,20,2,5.0,114.42320898640901,138.0,44.47299035470933,93.52700964529066,9,4.941443372745481
11,Baseline,10,20,2,5.0,70.0,138.0,23.048322499999998,114.9516775,9,2.560924722222222
12,CSA,10,20,2,5.0,1.6832351684570312,112,20.22,91.78,8,2.5275
12,NDF,10,20,2,5.0,0.13780593872070312,101.0,24.342,76.658,7,3.4774285714285713
12,EDF,10,20,2,5.0,0.11777877807617188,130.0,36.7989,93.2011,9,4.088766666666667
12,Hybrid_RL4CO,10,20,2,5.0,905.450375052169,130.0,31.013285,98.986715,9,3.4459205555555554
12,Hybrid_RL4CO_partial_charging,10,20,2,5.0,905.450375052169,130.0,24.34117,105.65883,9,2.704574444444445
12,RL,10,20,2,5.0,107.04482498113066,94.0,39.90583082730323,54.09416917269677,6,6.6509718045505375
12,RL_partial_charging,10,20,2,5.0,107.04482498113066,94.0,35.63685597675294,58.36314402324706,6,5.93947599612549
12,Baseline,10,20,2,5.0,230.0,137.0,26.311677500000002,110.6883225,10,2.6311677500000004
13,CSA,10,20,2,5.0,1.6732215881347656,85,21.18,63.82,8,2.6475
13,NDF,10,20,2,5.0,0.13709068298339844,57.0,12.477,44.522999999999996,5,2.4954
13,EDF,10,20,2,5.0,0.11348724365234375,68.0,19.4026,48.5974,7,2.7718
13,Hybrid_RL4CO,10,20,2,5.0,890.6033940147609,44.0,6.638850000000001,37.36115,4,1.6597125000000001
13,Hybrid_RL4CO_partial_charging,10,20,2,5.0,890.6033940147609,44.0,6.63885,37.36115,4,1.6597125
13,RL,10,20,2,5.0,106.64070793427527,100.0,36.30834072972834,63.69165927027166,8,4.538542591216043
13,RL_partial_charging,10,20,2,5.0,106.64070793427527,100.0,30.977870924107734,69.02212907589227,8,3.8722338655134667
13,Baseline,10,20,2,5.0,40.0,89.0,16.454055,72.545945,7,2.3505792857142858
14,CSA,10,20,2,5.0,1.6188621520996094,86,28.51,57.489999999999995,7,4.072857142857143
14,NDF,10,20,2,5.0,0.14138221740722656,65.0,21.6436,43.3564,5,4.32872
14,EDF,10,20,2,5.0,0.118255615234375,66.0,28.8267,37.1733,6,4.80445
14,Hybrid_RL4CO,10,20,2,5.0,897.4613030441105,97.0,33.0664575,63.9335425,7,4.723779642857143
14,Hybrid_RL4CO_partial_charging,10,20,2,5.0,897.4613030441105,97.0,25.9413475,71.0586525,7,3.705906785714286
14,RL,10,20,2,5.0,93.18477602209896,84.0,55.60642467834056,28.39357532165944,6,9.267737446390093
14,RL_partial_charging,10,20,2,5.0,93.18477602209896,84.0,48.84711006309092,35.15288993690908,6,8.141185010515153
