itr,Methods,Total delivery,Total CP,Total EV,delivery2ev_ratio,Elapsed time (ms),Total reward,Total cost,Objective val,Total successful delivery,Avg. cost per successful delivery
1,Optimal,10,3,2,5.0,1962464.8928642273,106.0,6.25500002684541,99.74499997315459,9,0.6950000029828234
1,CSA,10,3,2,5.0,2.597808837890625,90,17.12,72.88,8,2.14
1,Hybrid_RL4CO,10,3,2,5.0,892.647283966653,35.0,12.04605,22.95395,4,3.0115125
1,Hybrid_RL4CO_partial_charging,10,3,2,5.0,892.647283966653,35.0,12.046050000000001,22.95395,4,3.0115125000000003
1,RL,10,3,2,5.0,64.94301103521138,82.0,32.537340776503086,49.462659223496914,7,4.6481915395004405
1,RL_partial_charging,10,3,2,5.0,64.94301103521138,82.0,27.537180888265375,54.462819111734625,7,3.933882984037911
2,Optimal,10,3,2,5.0,12986.70220375061,79.0,9.129000021037282,69.87099997896271,9,1.014333335670809
2,CSA,10,3,2,5.0,5.085468292236328,62,30.57,31.43,8,3.82125
2,Hybrid_RL4CO,10,3,2,5.0,882.4362659361213,62.0,18.0,44.0,8,2.25
2,Hybrid_RL4CO_partial_charging,10,3,2,5.0,882.4362659361213,62.0,18.0,44.0,8,2.25
2,RL,10,3,2,5.0,59.12173504475504,36.0,37.93680735397339,-1.9368073539733928,5,7.587361470794678
2,RL_partial_charging,10,3,2,5.0,59.12173504475504,36.0,27.417540597081185,8.582459402918815,5,5.483508119416237
3,Optimal,10,3,2,5.0,10678.26533317566,121.0,14.447999999998268,106.55200000000173,8,1.8059999999997836
3,CSA,10,3,2,5.0,2.008199691772461,81,16.919999999999998,64.08,5,3.3839999999999995
3,Hybrid_RL4CO,10,3,2,5.0,874.7562089702114,135.0,25.036262500000003,109.9637375,8,3.1295328125000004
3,Hybrid_RL4CO_partial_charging,10,3,2,5.0,874.7562089702114,135.0,19.124200000000002,115.8758,8,2.3905250000000002
3,RL,10,3,2,5.0,82.13851402979344,124.0,40.64774758475274,83.35225241524725,8,5.080968448094093
3,RL_partial_charging,10,3,2,5.0,82.13851402979344,124.0,37.37178304628283,86.62821695371717,8,4.671472880785354
4,Optimal,10,3,2,5.0,4057.413339614868,128.0,9.758999999999997,118.24100000000001,10,0.9758999999999997
4,CSA,10,3,2,5.0,4.649877548217773,96,31.810000000000002,64.19,8,3.9762500000000003
4,Hybrid_RL4CO,10,3,2,5.0,878.2972709741443,92.0,14.344125000000002,77.655875,7,2.0491607142857147
4,Hybrid_RL4CO_partial_charging,10,3,2,5.0,878.2972709741443,92.0,14.344124999999998,77.65587500000001,7,2.0491607142857142
4,RL,10,3,2,5.0,80.5074090603739,99.0,58.831113219380384,40.168886780619616,8,7.353889152422548
4,RL_partial_charging,10,3,2,5.0,80.5074090603739,99.0,51.01285924780369,47.98714075219631,8,6.376607405975461
5,Optimal,10,3,2,5.0,488100.20303726196,104.0,8.505000010716742,95.49499998928326,9,0.9450000011907491
5,CSA,10,3,2,5.0,1.912832260131836,86,34.18,51.82,7,4.882857142857143
5,Hybrid_RL4CO,10,3,2,5.0,909.9906019400805,73.0,27.51294,45.48706,7,3.9304200000000002
5,Hybrid_RL4CO_partial_charging,10,3,2,5.0,909.9906019400805,73.0,24.75207,48.24793,7,3.53601
5,RL,10,3,2,5.0,70.27771603316069,79.0,39.650614173635844,39.349385826364156,7,5.664373453376549
5,RL_partial_charging,10,3,2,5.0,70.27771603316069,79.0,27.136015452370053,51.86398454762995,7,3.8765736360528646
