itr,Methods,Total delivery,Total CP,Total EV,delivery2ev_ratio,Elapsed time (ms),Total reward,Total cost,Objective val,Total successful delivery,Avg. cost per successful delivery
1,CSA,40,20,8,5.0,3.1614303588867188,444,87.35,356.65,35,2.4957142857142856
1,NDF,40,20,8,5.0,1.2385845184326172,463.0,108.83709999999999,354.16290000000004,37,2.941543243243243
1,EDF,40,20,8,5.0,1.2066364288330078,493.0,124.6347,368.3653,38,3.2798605263157894
1,Baseline,40,20,8,5.0,2880.0,518.0,55.778135,462.221865,40,1.3944533749999999
2,CSA,40,20,8,5.0,2.955198287963867,526,93.14,432.86,37,2.517297297297297
2,NDF,40,20,8,5.0,1.2514591217041016,496.0,123.5345,372.4655,35,3.5295571428571426
2,EDF,40,20,8,5.0,1.1553764343261719,527.0,117.05450000000002,409.9455,37,3.1636351351351357
2,Baseline,40,20,8,5.0,2550.0,559.0,54.828362500000004,504.1716375,40,1.3707090625
3,CSA,40,20,8,5.0,2.738475799560547,482,86.97999999999998,395.02000000000004,39,2.2302564102564095
3,NDF,40,20,8,5.0,1.312255859375,475.0,121.12950000000001,353.8705,38,3.187618421052632
3,EDF,40,20,8,5.0,1.2996196746826172,470.0,152.3646,317.6354,38,4.009594736842105
3,Baseline_failed,40,20,8,5.0,,,,FAILED,,
4,CSA,40,20,8,5.0,2.750873565673828,483,91.92999999999998,391.07000000000005,37,2.484594594594594
4,NDF,40,20,8,5.0,1.2369155883789062,447.0,115.05120000000001,331.9488,35,3.2871771428571432
4,EDF,40,20,8,5.0,1.2030601501464844,455.0,135.64610000000002,319.35389999999995,36,3.767947222222223
4,Baseline,40,20,8,5.0,2550.0,516.0,56.1670175,459.8329825,40,1.4041754375
5,CSA,40,20,8,5.0,2.7828216552734375,461,86.82,374.18,36,2.4116666666666666
5,NDF,40,20,8,5.0,1.2242794036865234,389.0,100.8458,288.1542,30,3.3615266666666668
5,EDF,40,20,8,5.0,1.148223876953125,500.0,137.7006,362.2994,40,3.442515
5,Baseline,40,20,8,5.0,5260.0,500.0,59.15870749999999,440.8412925,40,1.4789676874999997
6,CSA,40,20,8,5.0,2.7282238006591797,470,93.78,376.22,38,2.4678947368421054
6,NDF,40,20,8,5.0,1.2116432189941406,415.0,105.0148,309.9852,35,3.000422857142857
6,EDF,40,20,8,5.0,1.1262893676757812,458.0,121.3522,336.6478,38,3.193478947368421
6,Baseline,40,20,8,5.0,5920.0,490.0,59.40536249999999,430.59463750000003,40,1.4851340624999998
7,CSA,40,20,8,5.0,3.2482147216796875,538,87.64,450.36,36,2.4344444444444444
7,NDF,40,20,8,5.0,1.2087821960449219,457.0,106.7222,350.2778,31,3.4426516129032256
7,EDF,40,20,8,5.0,1.1997222900390625,531.0,142.15199999999996,388.84800000000007,37,3.8419459459459446
7,Baseline,40,20,8,5.0,1860.0,575.0,60.48078999999999,514.51921,40,1.5120197499999999
8,CSA,40,20,8,5.0,3.91387939453125,488,87.54,400.46,38,2.303684210526316
8,NDF,40,20,8,5.0,2.4352073669433594,428.0,115.79840000000002,312.2016,33,3.5090424242424247
