itr,Methods,Total delivery,Total CP,Total EV,delivery2ev_ratio,Elapsed time (ms),Total reward,Total cost,Objective val,Total successful delivery,Avg. cost per successful delivery
1,CSA,80,20,16,5.0,4.805326461791992,989,191.36999999999998,797.63,78,2.4534615384615384
1,NDF,80,20,16,5.0,4.317760467529297,955.0,247.12419999999997,707.8758,75,3.294989333333333
1,EDF,80,20,16,5.0,4.262208938598633,984.0,257.00399999999996,726.9960000000001,78,3.2949230769230766
1,Baseline,80,20,16,5.0,21080.0,1011.0,91.51704000000001,919.48296,80,1.143963
2,CSA,80,20,16,5.0,5.049943923950195,1015,168.25,846.75,75,2.243333333333333
2,NDF,80,20,16,5.0,4.468441009521484,984.0,268.58509999999995,715.4149,74,3.6295283783783776
2,EDF,80,20,16,5.0,4.3430328369140625,982.0,245.7916,736.2084,74,3.321508108108108
2,Baseline_failed,80,20,16,5.0,,,,FAILED,,
3,CSA,80,20,16,5.0,4.319429397583008,1074,164.51,909.49,78,2.109102564102564
3,NDF,80,20,16,5.0,4.327058792114258,1036.0,242.67669999999998,793.3233,76,3.19311447368421
3,EDF,80,20,16,5.0,4.203319549560547,1044.0,234.65689999999995,809.3431,76,3.0875907894736834
3,Baseline_failed,80,20,16,5.0,,,,FAILED,,
4,CSA,80,20,16,5.0,4.393577575683594,997,173.98000000000005,823.02,78,2.2305128205128213
4,NDF,80,20,16,5.0,4.359006881713867,929.0,257.93840000000006,671.0616,73,3.533402739726028
4,EDF,80,20,16,5.0,4.217386245727539,906.0,231.15730000000008,674.8426999999999,71,3.255736619718311
4,Baseline_failed,80,20,16,5.0,,,,FAILED,,
5,CSA,80,20,16,5.0,4.3087005615234375,1015,175.96,839.04,79,2.227341772151899
5,NDF,80,20,16,5.0,4.366636276245117,976.0,254.05900000000005,721.9409999999999,76,3.342881578947369
5,EDF,80,20,16,5.0,4.265785217285156,976.0,264.11679999999996,711.8832,76,3.4752210526315785
5,Baseline,80,20,16,5.0,20120.0,1033.0,96.5202925,936.4797075,80,1.20650365625
6,CSA,80,20,16,5.0,4.303693771362305,912,192.40000000000003,719.5999999999999,77,2.4987012987012993
6,NDF,80,20,16,5.0,4.357814788818359,937.0,250.4582,686.5418,79,3.1703569620253167
6,EDF,80,20,16,5.0,4.254817962646484,900.0,260.79979999999995,639.2002,76,3.431576315789473
6,Baseline,80,20,16,5.0,8180.0,953.0,102.6432025,850.3567975,80,1.28304003125
7,CSA,80,20,16,5.0,4.362344741821289,956,173.34,782.66,74,2.3424324324324326
7,NDF,80,20,16,5.0,4.285097122192383,1014.0,241.74200000000002,772.258,78,3.0992564102564106
7,EDF,80,20,16,5.0,4.195690155029297,1015.0,224.64030000000002,790.3597,78,2.8800038461538464
7,Baseline_failed,80,20,16,5.0,,,,FAILED,,
8,CSA,80,20,16,5.0,4.302740097045898,1033,167.51000000000002,865.49,78,2.147564102564103
8,NDF,80,20,16,5.0,4.341840744018555,976.0,244.87789999999998,731.1221,73,3.3544917808219177
8,EDF,80,20,16,5.0,4.26030158996582,1040.0,286.3631,753.6369,79,3.6248493670886073
8,Baseline,80,20,16,5.0,23420.0,1055.0,89.9880975,965.0119025,80,1.12485121875
9,CSA,80,20,16,5.0,4.227638244628906,952,156.76000000000002,795.24,79,1.9843037974683546
9,NDF,80,20,16,5.0,4.370689392089844,948.0,276.68780000000004,671.3122,78,3.5472794871794875
9,EDF,80,20,16,5.0,4.20832633972168,947.0,246.72289999999995,700.2771,79,3.1230746835443033
9,Baseline,80,20,16,5.0,10480.0,959.0,90.3831575,868.6168425,80,1.1297894687499999
10,CSA,80,20,16,5.0,4.298686981201172,900,195.10000000000002,704.9,72,2.7097222222222226
10,NDF,80,20,16,5.0,4.32276725769043,951.0,250.8089,700.1911,74,3.3893094594594593
10,EDF,80,20,16,5.0,4.2591094970703125,953.0,241.22090000000006,711.7791,75,3.2162786666666676
10,Baseline,80,20,16,5.0,22730.0,1035.0,98.3672025,936.6327975,80,1.22959003125
11,CSA,80,20,16,5.0,4.211664199829102,928,180.17999999999998,747.82,73,2.4682191780821916
11,NDF,80,20,16,5.0,4.3487548828125,981.0,248.13490000000002,732.8651,78,3.181216666666667
11,EDF,80,20,16,5.0,4.278659820556641,983.0,257.18589999999995,725.8141,78,3.2972551282051277
11,Baseline,80,20,16,5.0,11210.0,1005.0,90.974345,914.025655,80,1.1371793125
12,CSA,80,20,16,5.0,4.316806793212891,1011,168.59999999999997,842.4000000000001,78,2.161538461538461
12,NDF,80,20,16,5.0,4.307270050048828,921.0,279.1614,641.8386,71,3.931850704225352
12,EDF,80,20,16,5.0,4.302740097045898,999.0,277.29760000000005,721.7023999999999,77,3.601267532467533
12,Baseline,80,20,16,5.0,9460.0,1048.0,98.45034999999999,949.54965,80,1.230629375
13,CSA,80,20,16,5.0,4.302501678466797,1003,209.86999999999998,793.13,79,2.6565822784810122
13,NDF,80,20,16,5.0,4.255533218383789,1004.0,257.738,746.262,79,3.2625063291139242
13,EDF,80,20,16,5.0,4.191160202026367,1003.0,239.3971,763.6029,79,3.0303430379746836
13,Baseline,80,20,16,5.0,10730.0,1009.0,90.08715749999999,918.9128425,80,1.1260894687499998
14,CSA,80,20,16,5.0,4.275321960449219,955,186.03,768.97,78,2.3850000000000002
14,NDF,80,20,16,5.0,4.344701766967773,889.0,254.62949999999992,634.3705000000001,72,3.5365208333333324
14,EDF,80,20,16,5.0,4.336118698120117,960.0,249.67429999999996,710.3257000000001,78,3.200952564102564
