itr,Methods,Total delivery,Total CP,Total EV,delivery2ev_ratio,Elapsed time (ms),Total reward,Total cost,Objective val,Total successful delivery,Avg. cost per successful delivery
1,CSA,60,20,12,5.0,3.953695297241211,709,122.75,586.25,57,2.1535087719298245
1,NDF,60,20,12,5.0,2.4929046630859375,746.0,186.52439999999999,559.4756,59,3.161430508474576
1,EDF,60,20,12,5.0,2.5043487548828125,751.0,179.2089,571.7911,60,2.986815
1,Baseline,60,20,12,5.0,6690.0,751.0,74.384435,676.6155650000001,60,1.2397405833333333
2,CSA,60,20,12,5.0,3.7004947662353516,718,136.76,581.24,54,2.5325925925925925
2,NDF,60,20,12,5.0,2.585887908935547,757.0,188.00209999999998,568.9979000000001,56,3.3571803571428567
2,EDF,60,20,12,5.0,2.4831295013427734,738.0,184.5389,553.4611,55,3.3552527272727275
2,Baseline_failed,60,20,12,5.0,,,,FAILED,,
3,CSA,60,20,12,5.0,3.5278797149658203,740,131.95999999999998,608.04,56,2.356428571428571
3,NDF,60,20,12,5.0,2.5153160095214844,747.0,166.18889999999993,580.8111000000001,56,2.9676589285714274
3,EDF,60,20,12,5.0,2.5043487548828125,763.0,220.21560000000005,542.7844,57,3.8634315789473694
3,Baseline,60,20,12,5.0,5100.0,810.0,75.81311749999999,734.1868825,60,1.2635519583333332
4,CSA,60,20,12,5.0,3.505229949951172,730,151.97000000000003,578.03,58,2.620172413793104
4,NDF,60,20,12,5.0,2.611875534057617,651.0,201.83730000000003,449.1627,52,3.881486538461539
4,EDF,60,20,12,5.0,2.543210983276367,704.0,213.27910000000003,490.7209,54,3.9496129629629633
4,Baseline_failed,60,20,12,5.0,,,,FAILED,,
5,CSA,60,20,12,5.0,3.5712718963623047,746,129.64,616.36,59,2.19728813559322
5,NDF,60,20,12,5.0,2.571582794189453,659.0,185.3528,473.6472,51,3.6343686274509803
5,EDF,60,20,12,5.0,2.509593963623047,729.0,209.2598,519.7402,58,3.607927586206897
5,Baseline,60,20,12,5.0,4860.0,764.0,80.30069250000001,683.6993075,60,1.3383448750000002
6,CSA,60,20,12,5.0,3.473520278930664,641,143.42999999999995,497.57000000000005,54,2.65611111111111
6,NDF,60,20,12,5.0,2.5267601013183594,621.0,196.36030000000002,424.63969999999995,51,3.850201960784314
6,EDF,60,20,12,5.0,2.477884292602539,650.0,188.19260000000003,461.8074,54,3.485048148148149
6,Baseline,60,20,12,5.0,8360.0,724.0,81.79277499999999,642.207225,60,1.3632129166666664
7,CSA,60,20,12,5.0,3.431081771850586,786,132.59,653.41,59,2.2472881355932204
7,NDF,60,20,12,5.0,2.4924278259277344,762.0,168.3244,593.6756,56,3.005792857142857
7,EDF,60,20,12,5.0,2.431631088256836,763.0,198.01870000000002,564.9812999999999,57,3.474012280701755
7,Baseline_failed,60,20,12,5.0,,,,FAILED,,
8,CSA,60,20,12,5.0,3.487110137939453,769,139.45000000000002,629.55,59,2.3635593220338986
8,NDF,60,20,12,5.0,2.5992393493652344,697.0,186.2259,510.7741,51,3.6514882352941176
8,EDF,60,20,12,5.0,2.454042434692383,779.0,191.3988,587.6012000000001,59,3.2440474576271185
8,Baseline,60,20,12,5.0,9380.0,784.0,73.5842075,710.4157925,60,1.2264034583333334
9,CSA,60,20,12,5.0,3.4279823303222656,703,133.3,569.7,59,2.259322033898305
9,NDF,60,20,12,5.0,2.5510787963867188,699.0,191.55179999999996,507.44820000000004,58,3.3026172413793096
9,EDF,60,20,12,5.0,2.462148666381836,703.0,199.37989999999996,503.62010000000004,59,3.3793203389830504
9,Baseline,60,20,12,5.0,5020.0,715.0,78.34961249999999,636.6503875,60,1.305826875
10,CSA,60,20,12,5.0,3.381490707397461,630,125.04,504.96,49,2.5518367346938775
10,NDF,60,20,12,5.0,2.51007080078125,716.0,206.14990000000003,509.8501,56,3.681248214285715
10,EDF,60,20,12,5.0,2.4785995483398438,699.0,192.87319999999997,506.1268,54,3.5717259259259255
10,Baseline_failed,60,20,12,5.0,,,,FAILED,,
11,CSA,60,20,12,5.0,3.3833980560302734,681,142.58999999999997,538.4100000000001,56,2.5462499999999997
11,NDF,60,20,12,5.0,2.522706985473633,660.0,192.4395,467.5605,54,3.5636944444444447
11,EDF,60,20,12,5.0,2.4499893188476562,712.0,193.53349999999998,518.4665,58,3.3367844827586204
11,Baseline,60,20,12,5.0,12480.0,736.0,81.605215,654.394785,60,1.3600869166666667
12,CSA,60,20,12,5.0,3.4394264221191406,726,132.05,593.95,57,2.316666666666667
12,NDF,60,20,12,5.0,2.5703907012939453,674.0,199.47460000000007,474.52539999999993,52,3.836050000000001
12,EDF,60,20,12,5.0,2.5475025177001953,735.0,218.76770000000002,516.2323,57,3.8380298245614037
12,Baseline,60,20,12,5.0,8820.0,770.0,84.9759825,685.0240175,60,1.416266375
13,CSA,60,20,12,5.0,3.383636474609375,771,131.41,639.59,60,2.190166666666667
13,NDF,60,20,12,5.0,2.604246139526367,706.0,194.72929999999997,511.27070000000003,55,3.5405327272727267
13,EDF,60,20,12,5.0,2.4673938751220703,689.0,174.9418,514.0581999999999,54,3.239662962962963
13,Baseline_failed,60,20,12,5.0,,,,FAILED,,
14,CSA,60,20,12,5.0,3.4012794494628906,638,141.89999999999998,496.1,51,2.78235294117647
14,NDF,60,20,12,5.0,2.557992935180664,648.0,205.81419999999997,442.18580000000003,53,3.8832867924528296
14,EDF,60,20,12,5.0,2.4988651275634766,675.0,217.22110000000004,457.77889999999996,55,3.949474545454546
14,Baseline,60,20,12,5.0,12290.0,743.0,81.37885250000001,661.6211475,60,1.3563142083333335
15,CSA,60,20,12,5.0,3.3960342407226562,723,126.63000000000001,596.37,54,2.345
15,NDF,60,20,12,5.0,2.5026798248291016,700.0,156.65329999999997,543.3467,52,3.012563461538461
15,EDF,60,20,12,5.0,2.4619102478027344,757.0,186.66799999999998,570.332,56,3.3333571428571425
15,Baseline_failed,60,20,12,5.0,,,,FAILED,,
