itr,Methods,Total delivery,Total CP,Total EV,delivery2ev_ratio,Elapsed time (ms),Total reward,Total cost,Objective val,Total successful delivery,Avg. cost per successful delivery
1,Optimal,10,3,2,5.0,166951.89476013184,126.0,0.0,126.0,9,0.0
1,CSA,10,3,2,5.0,2.245187759399414,126,17.79,108.21000000000001,9,1.9766666666666666
1,RL,10,3,2,5.0,43.44057300477289,129.0,12.346630223974586,116.65336608886719,9,1.3718478026638428
2,Optimal,10,3,2,5.0,23055.022716522217,152.0,5.232000001378601,146.7679999986214,9,0.5813333334865113
2,CSA,10,3,2,5.0,2.306699752807617,149,30.14,118.86,9,3.348888888888889
2,RL,10,3,2,5.0,39.51847500866279,165.0,15.898410631746055,149.10159301757812,10,1.5898410631746054
3,Optimal,10,3,2,5.0,49598.525047302246,130.0,12.27300000762314,117.72699999237686,10,1.2273000007623138
3,CSA,10,3,2,5.0,2.0608901977539062,130,39.510000000000005,90.49,10,3.9510000000000005
3,RL,10,3,2,5.0,36.610955983633175,97.0,15.711437840536238,81.28855895996094,8,1.9639297300670298
4,Optimal,10,3,2,5.0,8881.609678268433,123.0,7.968,115.032,8,0.996
4,CSA,10,3,2,5.0,4.780292510986328,116,34.76,81.24000000000001,8,4.345
4,RL,10,3,2,5.0,33.04311400279403,101.0,27.99432969531417,73.00566864013672,6,4.665721615885695
5,Optimal,10,3,2,5.0,7645.43080329895,112.00000000000001,7.903399999999946,104.09660000000007,8,0.9879249999999933
5,CSA,10,3,2,5.0,1.8966197967529297,112,37.68,74.32,8,4.71
5,RL,10,3,2,5.0,33.60890501062386,87.0,26.096669900670648,60.9033317565918,7,3.728095700095807
6,Optimal,10,3,2,5.0,15851.016998291016,129.0,16.118000008168032,112.88199999183196,10,1.6118000008168032
6,CSA,10,3,2,5.0,2.084493637084961,102,35.91,66.09,8,4.48875
6,RL,10,3,2,5.0,33.67681000963785,89.0,31.332015962764622,57.66798400878906,7,4.476002280394946
7,Optimal,10,3,2,5.0,4309.593915939331,127.0,7.046999999999999,119.953,8,0.8808749999999999
7,CSA,10,3,2,5.0,2.015352249145508,157,50.5,106.5,10,5.05
7,RL,10,3,2,5.0,32.97086400561966,108.0,30.387020627737044,77.61297607421875,7,4.341002946819578
8,Optimal,10,3,2,5.0,10254.950523376465,110.0,5.961,104.039,10,0.5961000000000001
8,CSA,10,3,2,5.0,4.410982131958008,96,52.449999999999996,43.550000000000004,9,5.8277777777777775
8,RL,10,3,2,5.0,35.566742008086294,110.0,13.175159705512227,96.82484436035156,10,1.3175159705512227
9,Optimal,10,3,2,5.0,17604.344606399536,123.0,9.237000003007138,113.76299999699286,9,1.0263333336674598
9,CSA,10,3,2,5.0,1.954793930053711,123,31.689999999999998,91.31,9,3.521111111111111
9,RL,10,3,2,5.0,38.3220569929108,110.0,30.590187256112696,79.40980529785156,9,3.398909695123633
10,Optimal,10,3,2,5.0,1890.7124996185303,113.0,7.910999999999954,105.08900000000004,7,1.1301428571428507
10,CSA,10,3,2,5.0,1.8973350524902344,137,43.05,93.95,10,4.305
10,RL,10,3,2,5.0,36.67786897858605,102.0,26.028964560955764,75.97103881835938,7,3.7184235087079665
