itr,Methods,Total delivery,Total CP,Total EV,delivery2ev_ratio,Elapsed time (ms),Total reward,Total cost,Objective val,Total successful delivery,Avg. cost per successful delivery
1,CSA,60,20,12,5.0,3.927946090698242,751,138.42000000000002,612.5799999999999,60,2.3070000000000004
1,NDF,60,20,12,5.0,2.2356510162353516,751.0,179.7944,571.2056,60,2.996573333333333
1,EDF,60,20,12,5.0,2.2912025451660156,751.0,213.20879999999997,537.7912,60,3.5534799999999995
1,Hybrid_RL4CO,60,20,12,5.0,1080.8466649614275,653.0,119.653055,533.346945,53,2.2576048113207547
1,Hybrid_RL4CO_partial_charging,60,20,12,5.0,1080.8466649614275,653.0,108.1696825,544.8303175,53,2.0409374056603773
1,RL,60,20,12,5.0,695.9263880271465,730.0,304.7361070014908,425.2638929985092,58,5.25407081037053
1,RL_partial_charging,60,20,12,5.0,695.9263880271465,730.0,261.5331338644847,468.4668661355153,58,4.50919196318077
1,Baseline,60,20,12,5.0,6710.0,751.0,74.384435,676.6155650000001,60,1.2397405833333333
2,CSA,60,20,12,5.0,3.941059112548828,794,128.26,665.74,59,2.173898305084746
2,NDF,60,20,12,5.0,2.32696533203125,777.0,191.2335,585.7665,58,3.2971293103448276
2,EDF,60,20,12,5.0,2.3469924926757812,787.0,218.74940000000004,568.2506,58,3.7715413793103454
2,Hybrid_RL4CO,60,20,12,5.0,1075.4006109782495,765.0,143.21184,621.7881600000001,56,2.5573542857142857
2,Hybrid_RL4CO_partial_charging,60,20,12,5.0,1075.4006109782495,765.0,125.53199,639.46801,56,2.2416426785714285
2,RL,60,20,12,5.0,657.1526929619722,814.0,277.42022732152054,536.5797726784795,60,4.623670455358676
2,RL_partial_charging,60,20,12,5.0,657.1526929619722,814.0,238.75301445504275,575.2469855449573,60,3.979216907584046
2,Baseline_failed,60,20,12,5.0,,,,FAILED,,
3,CSA,60,20,12,5.0,3.757953643798828,810,118.13000000000002,691.87,60,1.9688333333333337
3,NDF,60,20,12,5.0,2.3450851440429688,790.0,184.37169999999998,605.6283000000001,59,3.12494406779661
3,EDF,60,20,12,5.0,2.308368682861328,775.0,220.08239999999995,554.9176,58,3.7945241379310337
3,Hybrid_RL4CO,60,20,12,5.0,1075.9455629740842,658.0,138.38379249999997,519.6162075,50,2.7676758499999994
3,Hybrid_RL4CO_partial_charging,60,20,12,5.0,1075.9455629740842,658.0,117.9483175,540.0516825,50,2.35896635
3,RL,60,20,12,5.0,678.4834450227208,801.0,267.45034128213683,533.5496587178632,59,4.5330566319006245
3,RL_partial_charging,60,20,12,5.0,678.4834450227208,801.0,233.88928309683507,567.110716903165,59,3.9642251372344925
3,Baseline,60,20,12,5.0,5110.0,810.0,75.81311749999999,734.1868825,60,1.2635519583333332
4,CSA,60,20,12,5.0,3.6127567291259766,764,146.84999999999997,617.1500000000001,60,2.4474999999999993
4,NDF,60,20,12,5.0,2.318143844604492,764.0,213.48239999999998,550.5176,60,3.5580399999999996
4,EDF,60,20,12,5.0,2.2940635681152344,764.0,246.32980000000003,517.6702,60,4.105496666666667
4,Hybrid_RL4CO,60,20,12,5.0,1077.4727340321988,723.0,145.1853275,577.8146725,57,2.54711100877193
4,Hybrid_RL4CO_partial_charging,60,20,12,5.0,1077.4727340321988,723.0,125.07469500000002,597.925305,57,2.1942928947368423
4,RL,60,20,12,5.0,663.4030829882249,764.0,273.23301265835016,490.76698734164984,60,4.553883544305836
4,RL_partial_charging,60,20,12,5.0,663.4030829882249,764.0,237.17390795315058,526.8260920468495,60,3.952898465885843
4,Baseline_failed,60,20,12,5.0,,,,FAILED,,
5,CSA,60,20,12,5.0,3.639698028564453,764,141.41,622.59,60,2.3568333333333333
5,NDF,60,20,12,5.0,2.254009246826172,764.0,190.25079999999997,573.7492,60,3.1708466666666664
5,EDF,60,20,12,5.0,2.313375473022461,764.0,225.447,538.553,60,3.75745
5,Hybrid_RL4CO,60,20,12,5.0,1074.544852017425,664.0,136.00244,527.99756,53,2.566083773584906
5,Hybrid_RL4CO_partial_charging,60,20,12,5.0,1074.544852017425,664.0,119.98573,544.01427,53,2.2638816981132077
5,RL,60,20,12,5.0,679.1822820086963,747.0,326.6536626133249,420.3463373866751,59,5.5365027561580495
5,RL_partial_charging,60,20,12,5.0,679.1822820086963,747.0,287.90644061415645,459.09355938584355,59,4.879770179900957
5,Baseline,60,20,12,5.0,4870.0,764.0,80.30069250000001,683.6993075,60,1.3383448750000002
6,CSA,60,20,12,5.0,3.579378128051758,706,143.94,562.06,59,2.4396610169491524
6,NDF,60,20,12,5.0,2.3360252380371094,724.0,196.5533,527.4467,60,3.2758883333333335
6,EDF,60,20,12,5.0,2.335071563720703,683.0,212.3376,470.6624,57,3.725221052631579
6,Hybrid_RL4CO,60,20,12,5.0,1084.6126549877226,636.0,150.0474725,485.9525275,54,2.778656898148148
6,Hybrid_RL4CO_partial_charging,60,20,12,5.0,1084.6126549877226,636.0,128.2301275,507.7698725,54,2.374631990740741
6,RL,60,20,12,5.0,648.5807429999113,686.0,273.58462308685483,412.41537691314517,56,4.8854396979795505
6,RL_partial_charging,60,20,12,5.0,648.5807429999113,686.0,236.78137998035555,449.21862001964445,56,4.228238928220635
6,Baseline,60,20,12,5.0,8390.0,724.0,81.79277499999999,642.207225,60,1.3632129166666664
7,CSA,60,20,12,5.0,3.6504268646240234,793,111.33999999999999,681.66,60,1.8556666666666666
7,NDF,60,20,12,5.0,2.354860305786133,793.0,208.7809,584.2191,60,3.4796816666666666
7,EDF,60,20,12,5.0,2.286195755004883,778.0,220.76880000000003,557.2312,59,3.7418440677966105
7,Hybrid_RL4CO,60,20,12,5.0,1079.0715379989706,621.0,139.74699500000003,481.253005,49,2.851979489795919
7,Hybrid_RL4CO_partial_charging,60,20,12,5.0,1079.0715379989706,621.0,120.73717999999998,500.26282000000003,49,2.464024081632653
7,RL,60,20,12,5.0,665.3026700369082,793.0,277.7274199526235,515.2725800473766,60,4.628790332543725
7,RL_partial_charging,60,20,12,5.0,665.3026700369082,793.0,241.8560496745035,551.1439503254965,60,4.030934161241725
7,Baseline_failed,60,20,12,5.0,,,,FAILED,,
8,CSA,60,20,12,5.0,3.7081241607666016,784,113.24999999999999,670.75,60,1.8874999999999997
8,NDF,60,20,12,5.0,2.3403167724609375,784.0,203.7604,580.2396,60,3.3960066666666666
8,EDF,60,20,12,5.0,2.3126602172851562,784.0,237.53499999999994,546.465,60,3.9589166666666658
8,Hybrid_RL4CO,60,20,12,5.0,1084.7662289743312,730.0,113.61665749999997,616.3833425,55,2.0657574090909088
8,Hybrid_RL4CO_partial_charging,60,20,12,5.0,1084.7662289743312,730.0,108.81558000000001,621.18442,55,1.978465090909091
8,RL,60,20,12,5.0,682.4730600346811,778.0,301.4936574226544,476.5063425773456,59,5.110061990214481
8,RL_partial_charging,60,20,12,5.0,682.4730600346811,778.0,266.6621662218347,511.3378337781653,59,4.519697732573469
8,Baseline,60,20,12,5.0,9380.0,784.0,73.5842075,710.4157925,60,1.2264034583333334
9,CSA,60,20,12,5.0,3.5936832427978516,715,104.72000000000001,610.28,60,1.7453333333333336
9,NDF,60,20,12,5.0,2.3298263549804688,701.0,188.92909999999998,512.0709,59,3.20218813559322
9,EDF,60,20,12,5.0,2.3365020751953125,715.0,249.76109999999997,465.23890000000006,60,4.162685
9,Hybrid_RL4CO,60,20,12,5.0,1081.144062045496,591.0,150.99907750000003,440.0009225,51,2.9607662254901967
9,Hybrid_RL4CO_partial_charging,60,20,12,5.0,1081.144062045496,591.0,135.89202,455.10798,51,2.664549411764706
9,RL,60,20,12,5.0,657.5121859787032,686.0,299.4632755131945,386.5367244868055,57,5.253741675670079
9,RL_partial_charging,60,20,12,5.0,657.5121859787032,686.0,255.59005057299885,430.40994942700115,57,4.484035974964892
9,Baseline,60,20,12,5.0,5020.0,715.0,78.34961249999999,636.6503875,60,1.305826875
10,CSA,60,20,12,5.0,3.5750865936279297,770,162.10000000000002,607.9,59,2.7474576271186444
10,NDF,60,20,12,5.0,2.3431777954101562,777.0,203.4657,573.5343,60,3.391095
10,EDF,60,20,12,5.0,2.357006072998047,770.0,270.56559999999996,499.43440000000004,59,4.585857627118643
10,Hybrid_RL4CO,60,20,12,5.0,1077.5447320193052,670.0,146.2991625,523.7008375,52,2.8134454326923075
10,Hybrid_RL4CO_partial_charging,60,20,12,5.0,1077.5447320193052,670.0,126.17844000000001,543.82156,52,2.426508461538462
10,RL,60,20,12,5.0,636.2535579828545,721.0,285.31460320505505,435.68539679494495,54,5.283603763056575
10,RL_partial_charging,60,20,12,5.0,636.2535579828545,721.0,251.9952100123242,469.0047899876758,54,4.666577963191189
10,Baseline_failed,60,20,12,5.0,,,,FAILED,,
11,CSA,60,20,12,5.0,3.551959991455078,729,132.75,596.25,59,2.25
11,NDF,60,20,12,5.0,2.2602081298828125,736.0,197.76479999999995,538.2352000000001,60,3.296079999999999
11,EDF,60,20,12,5.0,2.2809505462646484,729.0,229.94630000000004,499.05369999999994,59,3.897394915254238
11,Hybrid_RL4CO,60,20,12,5.0,1082.4119320022874,595.0,168.61683499999998,426.383165,50,3.3723366999999995
11,Hybrid_RL4CO_partial_charging,60,20,12,5.0,1082.4119320022874,595.0,145.0321825,449.9678175,50,2.90064365
11,RL,60,20,12,5.0,655.370412976481,689.0,295.2910043821335,393.7089956178665,56,5.273053649680955
11,RL_partial_charging,60,20,12,5.0,655.370412976481,689.0,251.85042788191143,437.1495721180886,56,4.497329069319847
11,Baseline,60,20,12,5.0,12470.0,736.0,81.605215,654.394785,60,1.3600869166666667
12,CSA,60,20,12,5.0,3.640890121459961,750,125.61999999999999,624.38,59,2.129152542372881
12,NDF,60,20,12,5.0,2.3698806762695312,750.0,212.57199999999995,537.4280000000001,59,3.602915254237287
12,EDF,60,20,12,5.0,2.3374557495117188,742.0,232.91159999999996,509.08840000000004,58,4.01571724137931
12,Hybrid_RL4CO,60,20,12,5.0,1097.4984669592232,682.0,137.27837749999998,544.7216225,53,2.5901580660377355
12,Hybrid_RL4CO_partial_charging,60,20,12,5.0,1097.4984669592232,682.0,120.877245,561.122755,53,2.2807027358490566
12,RL,60,20,12,5.0,648.0389320058748,671.0,312.9285861244797,358.0714138755203,52,6.017857425470764
12,RL_partial_charging,60,20,12,5.0,648.0389320058748,671.0,275.7892677514106,395.2107322485894,52,5.303639764450204
12,Baseline,60,20,12,5.0,8790.0,770.0,84.9759825,685.0240175,60,1.416266375
13,CSA,60,20,12,5.0,3.8068294525146484,771,123.13,647.87,60,2.0521666666666665
13,NDF,60,20,12,5.0,2.3305416107177734,771.0,201.99419999999998,569.0058,60,3.36657
13,EDF,60,20,12,5.0,2.332925796508789,754.0,225.57060000000004,528.4294,59,3.823230508474577
13,Hybrid_RL4CO,60,20,12,5.0,1081.5045339986682,679.0,119.2193925,559.7806075,53,2.2494225
13,Hybrid_RL4CO_partial_charging,60,20,12,5.0,1081.5045339986682,679.0,105.8020525,573.1979475,53,1.996265141509434
13,RL,60,20,12,5.0,647.755304002203,742.0,288.4273936454654,453.5726063545346,57,5.06012971307834
13,RL_partial_charging,60,20,12,5.0,647.755304002203,742.0,241.69401726730166,500.30598273269834,57,4.2402459169702045
13,Baseline_failed,60,20,12,5.0,,,,FAILED,,
14,CSA,60,20,12,5.0,3.625631332397461,706,122.58999999999999,583.41,58,2.113620689655172
14,NDF,60,20,12,5.0,2.3431777954101562,706.0,203.61549999999997,502.3845,58,3.510612068965517
14,EDF,60,20,12,5.0,2.3026466369628906,716.0,256.34630000000004,459.65369999999996,58,4.419763793103449
14,Hybrid_RL4CO,60,20,12,5.0,1077.6026420062408,625.0,130.65205250000002,494.3479475,50,2.6130410500000005
14,Hybrid_RL4CO_partial_charging,60,20,12,5.0,1077.6026420062408,625.0,116.8542,508.1458,50,2.337084
14,RL,60,20,12,5.0,662.4500079778954,743.0,265.27813979794826,477.72186020205174,60,4.421302329965804
14,RL_partial_charging,60,20,12,5.0,662.4500079778954,743.0,234.42059423746173,508.5794057625383,60,3.9070099039576953
14,Baseline,60,20,12,5.0,12320.0,743.0,81.37885250000001,661.6211475,60,1.3563142083333335
15,CSA,60,20,12,5.0,3.690958023071289,793,118.51,674.49,60,1.9751666666666667
15,NDF,60,20,12,5.0,2.3882389068603516,793.0,214.81359999999998,578.1864,60,3.5802266666666664
15,EDF,60,20,12,5.0,2.3050308227539062,793.0,251.8497,541.1503,60,4.197495
15,Hybrid_RL4CO,60,20,12,5.0,1092.5094590056688,683.0,129.93890000000002,553.0611,53,2.4516773584905662
15,Hybrid_RL4CO_partial_charging,60,20,12,5.0,1092.5094590056688,683.0,118.52699250000002,564.4730075,53,2.236358349056604
15,RL,60,20,12,5.0,642.242734960746,762.0,255.93630722861744,506.06369277138253,56,4.570291200511026
15,RL_partial_charging,60,20,12,5.0,642.242734960746,762.0,227.01198089210695,534.988019107893,56,4.053785373073338
15,Baseline_failed,60,20,12,5.0,,,,FAILED,,
