0,41,8,2,48,18,16,15,9,48,7,44,48,35,6,38,28,3,2,6,14,15,33,39,2,36,13,46,42,45,35,27,15,29,38,18,1,49,11,45,28,22,18,10,14,49,22,7,6,25,7,23,23,39,17,3,47,30,35,8,25,6,36,19,41,40,24,37,13,46,5,3,43,15,50,19,6,15,7,25,18,30,41,24,11,24,23,14,43,18,45,44,42,5,39,41,11,35,47,16,11,30,25,18,41,45,36,15,44,21,50,50,4,15,3,21,26,18,5,14,37,46,21,14,42,32,26,42,30,10,17,9,16,48,36,35,17,48,38,28,38,26,24,15,9,33,32,6,49,4,8,10,41,11,44,28,39,5,25,25,39,30,34,17,36,1,44,47,8,44,35,49,18,50,42,22,8,19,28,11,30,1,47,47,17,33,49,12,33,7,41,20,41,33,39,13,10,24,49,11,35,36.39,42.29,69.72,43.07,85.50,75.47,48.41,45.23,49.71,50.58,5.73,40.02,54.96,34.54,88.81,51.21,32.95,51.98,76.95,36.68,80.30,43,8.82,35.61,28.73,80.89,42.61,65.03,30.46,24.38,58.54,56.46,35.57,19.33,27.61,27.79,50.59,47.30,30.47,24.87,38.30,69.23,57.41,39.48,48.44,52.01,70.21,76.11,22.17,51.68
50,0,34,1,39,21,32,2,8,24,20,16,4,16,37,6,6,47,32,5,49,35,50,9,9,43,31,36,11,17,34,39,28,14,35,49,47,45,13,46,20,26,43,42,24,29,34,29,8,16,15,5,22,2,38,36,15,38,15,1,5,46,41,4,15,5,3,22,5,33,16,18,43,32,14,35,9,47,37,37,31,16,31,27,13,7,7,43,28,23,28,27,30,47,4,44,42,42,7,4,26,47,22,7,16,13,13,35,29,9,28,12,18,30,16,5,29,36,7,4,42,35,1,6,49,16,11,27,32,31,14,26,4,11,25,1,25,17,30,19,28,45,47,36,43,46,32,10,13,19,14,4,38,48,35,4,48,21,4,4,38,31,33,34,11,4,33,6,12,5,39,5,44,16,26,8,37,16,38,39,3,40,6,27,43,38,37,34,21,17,14,43,46,21,16,17,26,9,43,42,20,26.39,26.29,79.72,59.07,101.50,91.47,64.41,61.23,33.71,40.58,15.73,56.02,70.96,50.54,78.81,51.01,23.83,67.98,60.95,46.68,64.30,27,16.60,51.61,38.73,90.89,52.61,55.03,46.46,14.38,68.54,46.46,51.57,14.11,26.47,43.79,34.59,31.30,40.47,34.87,54.30,59.23,47.41,29.48,64.44,68.01,86.21,66.11,12.17,41.68
30,21,0,49,5,1,30,40,37,7,5,35,14,33,17,9,23,5,16,24,19,11,29,35,46,20,40,42,34,1,43,36,20,43,7,9,17,8,7,48,36,10,18,19,39,14,46,22,14,44,41,17,33,32,17,4,6,41,28,18,3,1,22,50,9,41,17,11,48,29,36,46,28,36,1,8,5,45,10,35,3,24,38,36,10,28,9,3,20,24,3,23,14,44,16,43,7,23,50,36,27,40,48,10,16,11,12,27,2,12,48,22,27,43,48,16,18,11,45,7,25,3,31,15,13,30,23,20,15,15,2,43,13,26,22,18,5,50,18,23,42,33,26,44,35,22,2,8,17,12,38,17,3,7,39,28,23,47,21,28,39,33,8,25,37,13,17,3,46,28,1,34,35,44,47,48,48,43,13,24,28,5,43,22,40,21,43,8,47,20,33,20,43,27,21,26,45,19,36,9,13,82.83,110.29,89.72,24.93,17.50,7.47,19.59,27.17,117.71,96.30,68.49,47.46,13.04,33.46,73.09,32.99,60.17,18.04,144.95,91.40,148.30,111,67.40,35.79,67.19,100.89,62.61,67.35,37.54,79.64,78.54,107.84,32.43,69.89,57.53,40.21,118.59,115.30,91.81,78.85,52.06,60.85,109.33,63.72,26.76,31.71,36.27,56.11,73.79,70.78
27,43,25,0,44,48,12,40,37,20,26,36,1,20,19,14,28,38,39,42,21,30,29,29,44,14,33,31,48,11,43,6,19,33,43,41,40,22,6,49,16,44,20,15,13,10,2,3,16,31,40,50,5,30,27,41,37,13,46,45,25,32,26,16,10,42,45,1,49,50,7,50,28,15,12,45,34,30,4,36,16,8,30,9,30,43,34,36,39,21,49,29,40,47,33,28,36,29,11,48,31,29,17,49,16,41,18,50,50,34,32,41,16,18,29,5,46,19,16,18,22,21,35,6,9,10,15,25,45,10,46,14,5,27,27,22,35,30,27,4,14,27,25,50,38,45,2,49,37,25,31,1,23,20,49,25,27,35,48,48,35,39,15,32,15,18,28,32,2,25,22,43,44,26,47,11,30,9,40,35,2,26,38,37,43,2,6,42,28,9,30,12,4,17,25,21,14,30,21,22,49,33.17,6.21,99.72,91.07,133.50,123.47,96.41,93.23,29.55,20.58,47.51,88.02,102.96,82.54,58.81,83.01,55.83,99.98,28.95,66.68,32.30,5,48.60,83.61,58.73,110.89,82.61,48.65,78.46,36.36,88.54,26.46,83.57,46.11,58.47,75.79,8.05,44.24,60.47,54.87,86.30,55.15,27.41,52.28,96.44,100.01,118.21,67.09,42.21,45.22
25,18,49,27,0,17,6,31,2,48,35,4,23,15,42,5,50,42,3,49,2,16,13,2,40,10,16,9,31,43,8,37,14,30,45,17,50,24,11,39,39,48,46,8,50,11,20,7,38,2,20,37,44,25,26,46,13,5,38,45,41,16,7,45,50,20,44,39,8,37,3,23,35,28,43,24,5,33,42,22,1,27,32,7,28,24,41,30,46,10,28,12,47,34,42,18,40,35,50,31,30,28,47,38,18,21,16,6,18,29,16,49,30,37,40,43,25,22,2,32,21,12,32,14,23,17,22,18,39,45,18,36,1,34,13,6,16,47,27,32,36,49,16,45,31,42,46,32,29,2,6,19,15,26,45,16,20,43,38,24,31,36,34,23,28,48,36,22,23,45,30,18,20,17,15,8,47,13,21,8,48,35,49,45,12,13,14,48,31,18,47,38,49,34,39,19,7,13,19,15,24,50.83,78.29,109.72,19.43,49.50,39.47,29.41,47.17,85.71,64.30,45.73,67.46,18.96,13.38,48.81,11.21,28.17,15.98,112.95,76.68,116.30,79,35.40,55.79,68.73,120.89,82.61,35.35,45.04,47.64,98.54,75.84,26.17,37.89,25.53,43.15,86.59,83.30,70.47,64.87,72.06,29.23,77.33,31.72,12.44,51.71,56.27,36.11,41.79,38.78
12,20,1,46,35,0,9,18,3,4,36,19,45,9,41,49,32,7,1,37,19,31,31,29,22,12,4,17,31,8,5,26,32,5,37,41,44,4,10,10,37,20,6,16,8,36,49,27,39,39,40,15,50,34,25,29,29,20,38,28,20,37,40,4,40,48,7,49,14,41,14,17,43,6,11,16,12,36,5,11,1,27,29,45,39,31,19,3,15,19,46,19,45,30,5,44,15,17,41,38,43,13,28,8,35,15,42,10,18,10,5,4,11,20,39,48,37,19,29,8,30,45,20,45,26,18,33,35,32,29,6,39,3,28,48,21,39,17,2,6,15,44,37,38,2,49,44,18,37,3,49,49,12,31,34,42,29,18,12,38,28,41,32,6,31,23,27,22,21,43,7,11,22,27,45,32,19,43,26,49,36,3,30,6,21,17,21,8,50,26,33,1,43,35,30,27,4,13,34,24,40,86.39,73.79,19.72,70.57,65.50,65.23,60.59,42.83,69.71,100.58,44.27,22.54,77,76.62,138.81,101.21,82.95,88.04,96.95,43.40,100.30,77.54,58.82,34.21,21.27,30.89,14.61,115.03,44.96,74.38,8.54,106.46,63.83,69.33,77.61,46.85,88.05,67.30,43.81,30.85,18.30,119.23,107.41,89.48,96.76,38.29,50.21,126.11,72.17,101.68
49,32,41,29,49,4,0,14,18,36,9,19,29,45,32,8,2,41,39,16,46,11,20,36,1,36,27,6,15,8,30,8,42,10,32,46,19,33,46,18,27,31,31,16,30,36,10,25,13,39,33,48,9,5,18,50,27,22,33,18,1,19,47,20,38,38,43,32,10,29,35,31,23,22,36,49,35,25,30,21,13,45,16,37,25,15,50,27,3,21,48,31,46,25,25,43,42,10,32,3,9,33,38,22,7,29,7,34,30,1,47,10,27,42,10,5,31,17,22,40,45,26,42,6,22,44,35,25,21,41,46,49,32,35,3,40,5,16,41,44,19,15,48,6,28,7,49,41,46,7,29,11,45,20,2,3,21,4,19,23,24,28,10,16,34,27,37,44,12,11,12,6,40,25,40,44,16,32,38,10,15,30,41,17,30,17,43,1,30,19,44,35,11,5,29,23,38,20,41,28,45,23.61,46.29,129.72,39.43,81.50,71.47,49.41,67.17,59.55,32.30,65.73,87.46,50.96,33.38,28.81,31.01,27.05,47.98,80.95,96.68,84.30,47,51.18,75.79,88.73,140.89,102.61,5.03,65.04,35.62,118.54,43.84,46.17,40.67,32.39,63.15,54.59,74.24,90.47,84.87,92.06,9.23,45.33,20.52,44.44,71.71,76.27,16.11,37.83,8.32
17,30,20,13,25,31,7,0,16,25,37,23,37,19,45,19,2,43,26,18,1,37,44,50,48,4,39,48,32,19,50,15,39,23,15,41,13,40,17,44,49,47,50,43,44,9,41,7,41,42,3,20,29,3,38,24,47,9,6,19,21,48,27,12,13,9,35,24,34,33,18,11,17,31,19,48,22,8,30,5,10,49,15,44,47,44,26,36,24,6,26,1,17,35,8,30,24,44,48,44,17,38,25,41,24,7,44,15,31,2,40,36,21,40,15,42,5,41,30,45,20,42,27,8,9,3,3,20,32,8,7,16,35,9,25,30,24,43,48,45,35,27,38,48,47,10,27,42,7,32,40,27,18,3,45,24,14,29,29,16,24,7,44,24,35,42,23,4,26,18,13,8,30,6,43,14,42,41,39,2,4,22,16,9,37,14,5,49,36,14,38,14,15,22,50,10,39,1,18,10,9,66.39,53.79,39.72,55.07,97.50,87.47,60.41,57.23,37.71,80.58,24.27,52.02,66.96,56.62,118.81,81.21,62.95,68.04,64.95,11.40,68.30,57.54,38.82,47.61,12.81,50.89,46.61,95.03,42.46,54.38,38.04,86.46,47.57,49.33,57.61,39.79,68.05,35.30,11.81,5.13,50.30,99.23,87.41,69.48,76.76,64.01,82.21,106.11,52.17,81.68
35,17,12,8,43,2,9,1,0,23,16,38,21,2,12,17,4,9,48,27,34,8,48,5,31,29,50,24,33,38,7,29,33,15,40,3,47,43,34,20,30,42,2,4,31,26,28,44,7,32,46,29,5,6,21,39,10,5,9,18,40,41,38,36,46,21,25,39,34,19,30,33,39,28,7,45,8,42,42,50,36,47,14,28,29,15,27,22,30,26,27,47,7,21,28,21,43,17,24,10,44,31,5,6,6,6,28,7,48,48,24,9,36,4,38,36,36,22,43,8,27,23,43,49,28,47,4,19,39,20,23,7,37,33,14,10,43,31,15,7,23,36,24,8,49,18,37,15,28,36,50,40,40,44,42,36,2,39,43,45,18,2,12,18,45,49,20,22,23,1,12,10,37,43,26,5,10,48,41,2,6,48,34,14,25,27,30,22,11,24,20,47,21,50,37,39,6,4,10,11,49,86.83,114.29,50.66,40.57,30.54,35.23,30.59,26.77,121.71,100.30,72.49,31.98,47,46.62,108.81,71.21,64.17,58.04,148.95,95.40,152.30,115,71.40,36.39,71.19,69.43,37.39,85.03,41.54,83.64,45.96,111.84,36.43,73.89,61.53,44.21,122.59,119.30,95.81,82.85,33.70,89.23,113.33,67.72,66.76,19.99,3.73,96.11,77.79,74.78
40,4,44,6,18,29,43,28,32,0,39,29,27,18,14,49,33,8,23,28,8,19,44,44,38,32,34,43,20,3,15,26,39,4,1,14,20,14,50,9,49,17,19,21,8,1,32,48,28,12,9,25,35,46,15,33,36,43,23,5,26,48,3,28,2,30,5,21,37,28,37,26,46,41,27,19,8,26,2,21,11,40,30,45,24,6,28,7,16,28,38,26,34,6,26,20,48,22,15,22,50,11,5,33,41,8,34,33,13,50,23,23,47,42,10,16,7,10,17,13,12,39,10,49,49,42,5,12,50,41,32,30,49,37,49,38,29,44,37,42,41,40,21,41,21,10,29,5,31,29,41,20,18,38,4,23,33,5,20,30,29,3,4,24,19,5,42,6,40,39,33,25,30,38,36,48,3,29,37,42,13,21,39,31,33,10,4,29,7,22,46,6,33,42,12,3,16,46,29,29,34,46.39,33.79,65.34,87.07,129.50,119.47,92.41,89.23,10.45,60.58,43.51,84.02,98.96,78.54,98.81,79.01,51.83,95.98,32.95,26.68,36.30,37.54,44.60,79.61,44.81,70.89,78.61,75.03,74.46,34.38,70.04,66.46,79.57,42.11,54.47,71.79,48.05,4.24,20.47,33.15,82.30,79.23,67.41,49.48,92.44,96.01,114.21,86.11,38.21,61.68
